genes,variables,statistic,p.value,parameter,method,padj
TBC1D7,Fat.bin_40,1.43368096828973,0.231164640709976,1,Kruskal-Wallis rank sum test,1
TBC1D7,IPH.bin,0.418036212749911,0.517918565906595,1,Kruskal-Wallis rank sum test,1
TBC1D7,Macrophages.bin,1.98138411709194,0.159244668834321,1,Kruskal-Wallis rank sum test,1
TBC1D7,SMC.bin,0.228293843446952,0.632791813704749,1,Kruskal-Wallis rank sum test,1
TOMM40,Calc.bin,0.11580919986044,0.733624963813716,1,Kruskal-Wallis rank sum test,1
TOMM40,Collagen.bin,3.26757636424485,0.0706619455900855,1,Kruskal-Wallis rank sum test,1
TOMM40,epmajor.3years,1.85335342331883,0.173393874572245,1,Kruskal-Wallis rank sum test,1
TOMM40,Fat.bin_10,2.06060737964512,0.151149912313753,1,Kruskal-Wallis rank sum test,1
TOMM40,Fat.bin_40,0.0628793943858147,0.802001493144824,1,Kruskal-Wallis rank sum test,1
TOMM40,IPH.bin,0.0648871430069676,0.798931992296976,1,Kruskal-Wallis rank sum test,1
TOMM40,Macrophages.bin,0.0801676772722051,0.777070308295686,1,Kruskal-Wallis rank sum test,1
TOMM40,SMC.bin,1.79848276274084,0.179896029745145,1,Kruskal-Wallis rank sum test,1
VCL,Calc.bin,3.81677883992248,0.0507416988916349,1,Kruskal-Wallis rank sum test,1
VCL,Collagen.bin,0.00481864821484954,0.944658108441272,1,Kruskal-Wallis rank sum test,1
VCL,epmajor.3years,0.244818335438225,0.62074751403906,1,Kruskal-Wallis rank sum test,1
VCL,Fat.bin_10,0.205648660481122,0.650199529995169,1,Kruskal-Wallis rank sum test,1
VCL,Fat.bin_40,2.50223458398954,0.113684888521807,1,Kruskal-Wallis rank sum test,1
VCL,IPH.bin,0.355443687191117,0.551047649263432,1,Kruskal-Wallis rank sum test,1
VCL,Macrophages.bin,1.92266368826486,0.165563314150511,1,Kruskal-Wallis rank sum test,1
VCL,SMC.bin,4.00836266522726,0.0452750985697412,1,Kruskal-Wallis rank sum test,1
VDAC2,Calc.bin,0.46825050841696,0.493793119332609,1,Kruskal-Wallis rank sum test,1
VDAC2,Collagen.bin,3.3623221498371,0.0667039469764214,1,Kruskal-Wallis rank sum test,1
VDAC2,epmajor.3years,0.357804991690379,0.549727821254264,1,Kruskal-Wallis rank sum test,1
VDAC2,Fat.bin_10,0.13135814788486,0.717028000124899,1,Kruskal-Wallis rank sum test,1
VDAC2,Fat.bin_40,0.489279395254257,0.484248925895856,1,Kruskal-Wallis rank sum test,1
VDAC2,IPH.bin,1.08899429923323,0.296694147084602,1,Kruskal-Wallis rank sum test,1
VDAC2,Macrophages.bin,2.32993345848493,0.126907302020656,1,Kruskal-Wallis rank sum test,1
VDAC2,SMC.bin,1.91742273978477,0.166141054530857,1,Kruskal-Wallis rank sum test,1
ZNF32,Calc.bin,0.000843564220255074,0.976829357254093,1,Kruskal-Wallis rank sum test,1
ZNF32,Collagen.bin,0.0774781610283037,0.780744471692723,1,Kruskal-Wallis rank sum test,1
ZNF32,epmajor.3years,2.20902970057317,0.137204944523715,1,Kruskal-Wallis rank sum test,1
ZNF32,Fat.bin_10,1.42765353043184,0.23214776557135,1,Kruskal-Wallis rank sum test,1
ZNF32,Fat.bin_40,0.00440157538752538,0.947103659122493,1,Kruskal-Wallis rank sum test,1
ZNF32,IPH.bin,0.0222377456749226,0.881456374914544,1,Kruskal-Wallis rank sum test,1
ZNF32,Macrophages.bin,0.477832087647394,0.489405936243313,1,Kruskal-Wallis rank sum test,1
ZNF32,SMC.bin,0.291044243587468,0.589552130313026,1,Kruskal-Wallis rank sum test,1
ZNF485,Calc.bin,1.32996646429239,0.248811183907904,1,Kruskal-Wallis rank sum test,1
ZNF485,Collagen.bin,0.680872702636142,0.409286374035401,1,Kruskal-Wallis rank sum test,1
ZNF485,epmajor.3years,0.477454916527552,0.489577402080093,1,Kruskal-Wallis rank sum test,1
ZNF485,Fat.bin_10,0.220956268247893,0.638312253989412,1,Kruskal-Wallis rank sum test,1
ZNF485,Fat.bin_40,4.7071242043667,0.0300378595665257,1,Kruskal-Wallis rank sum test,1
ZNF485,IPH.bin,0.148917453116927,0.699572032715363,1,Kruskal-Wallis rank sum test,1
ZNF485,Macrophages.bin,1.15745631797648,0.281993703012458,1,Kruskal-Wallis rank sum test,1
ZNF485,SMC.bin,1.68295021995279,0.194532898493503,1,Kruskal-Wallis rank sum test,1
