genes,variables,statistic,p.value,parameter,method,padj
TBC1D7,Fat.bin_40,0.00119154586059267,0.972463470602054,1,Kruskal-Wallis rank sum test,1
TBC1D7,IPH.bin,1.27971880541054,0.257951325209961,1,Kruskal-Wallis rank sum test,1
TBC1D7,Macrophages.bin,1.67787097685346,0.195207589954315,1,Kruskal-Wallis rank sum test,1
TBC1D7,SMC.bin,0.676988100326298,0.410625794259105,1,Kruskal-Wallis rank sum test,1
TOMM40,AsymptSympt2G,1.65927185153714,0.197701665677365,1,Kruskal-Wallis rank sum test,1
TOMM40,Calc.bin,0.785163928786233,0.375566464911052,1,Kruskal-Wallis rank sum test,1
TOMM40,Collagen.bin,2.10942077736081,0.146394719711357,1,Kruskal-Wallis rank sum test,1
TOMM40,epmajor.3years,1.00296580703821,0.316593931998355,1,Kruskal-Wallis rank sum test,1
TOMM40,Fat.bin_10,0.164704554782702,0.684861570017604,1,Kruskal-Wallis rank sum test,1
TOMM40,Fat.bin_40,4.76618342872826e-05,0.994491644161753,1,Kruskal-Wallis rank sum test,1
TOMM40,IPH.bin,0.0397104739990937,0.842047735410334,1,Kruskal-Wallis rank sum test,1
TOMM40,Macrophages.bin,0.616254093541102,0.432442703909881,1,Kruskal-Wallis rank sum test,1
TOMM40,SMC.bin,0.766079009562645,0.381432781990923,1,Kruskal-Wallis rank sum test,1
VCL,AsymptSympt2G,0.00460582235427864,0.945892137845603,1,Kruskal-Wallis rank sum test,1
VCL,Calc.bin,1.2319790181873,0.267022511122716,1,Kruskal-Wallis rank sum test,1
VCL,Collagen.bin,3.91480148777305,0.0478626676957025,1,Kruskal-Wallis rank sum test,1
VCL,epmajor.3years,0.369135993248392,0.543475602876683,1,Kruskal-Wallis rank sum test,1
VCL,Fat.bin_10,0.000784920694968605,0.977649042134333,1,Kruskal-Wallis rank sum test,1
VCL,Fat.bin_40,1.04701013178737,0.306196686604209,1,Kruskal-Wallis rank sum test,1
VCL,IPH.bin,0.00135926302573353,0.970590107611441,1,Kruskal-Wallis rank sum test,1
VCL,Macrophages.bin,0.0133397965621498,0.908050376273893,1,Kruskal-Wallis rank sum test,1
VCL,SMC.bin,5.72815468541876,0.016695016779099,1,Kruskal-Wallis rank sum test,1
VDAC2,AsymptSympt2G,0.863974540998105,0.352628829561294,1,Kruskal-Wallis rank sum test,1
VDAC2,Calc.bin,0.169792238265435,0.680296518121602,1,Kruskal-Wallis rank sum test,1
VDAC2,Collagen.bin,2.79549641559747,0.0945294869517938,1,Kruskal-Wallis rank sum test,1
VDAC2,epmajor.3years,0.366707243918671,0.544804595911395,1,Kruskal-Wallis rank sum test,1
VDAC2,Fat.bin_10,0.473534039594059,0.491365822042752,1,Kruskal-Wallis rank sum test,1
VDAC2,Fat.bin_40,0.52404445636197,0.469121512631938,1,Kruskal-Wallis rank sum test,1
VDAC2,IPH.bin,1.76780990826752,0.183653352530794,1,Kruskal-Wallis rank sum test,1
VDAC2,Macrophages.bin,2.02826374467959,0.154396905645336,1,Kruskal-Wallis rank sum test,1
VDAC2,SMC.bin,0.80871806082507,0.368499527998457,1,Kruskal-Wallis rank sum test,1
ZNF32,AsymptSympt2G,3.59705997427066,0.057881850446806,1,Kruskal-Wallis rank sum test,1
ZNF32,Calc.bin,0.000132280750129926,0.990823463184935,1,Kruskal-Wallis rank sum test,1
ZNF32,Collagen.bin,0.396868499347229,0.528710941672544,1,Kruskal-Wallis rank sum test,1
ZNF32,epmajor.3years,0.736758094867734,0.39070135910626,1,Kruskal-Wallis rank sum test,1
ZNF32,Fat.bin_10,0.000686808474043931,0.979092207879627,1,Kruskal-Wallis rank sum test,1
ZNF32,Fat.bin_40,0.612452899258318,0.433865742236562,1,Kruskal-Wallis rank sum test,1
ZNF32,IPH.bin,0.828546448999207,0.362693175427675,1,Kruskal-Wallis rank sum test,1
ZNF32,Macrophages.bin,0.0991217316100354,0.752886146809452,1,Kruskal-Wallis rank sum test,1
ZNF32,SMC.bin,0.506334353821299,0.476730006399972,1,Kruskal-Wallis rank sum test,1
ZNF485,AsymptSympt2G,1.70075123274733,0.192189761556026,1,Kruskal-Wallis rank sum test,1
ZNF485,Calc.bin,0.925342967913152,0.336075983008468,1,Kruskal-Wallis rank sum test,1
ZNF485,Collagen.bin,0.787818643016366,0.374760535990009,1,Kruskal-Wallis rank sum test,1
ZNF485,epmajor.3years,0.542346269822556,0.46146197952216,1,Kruskal-Wallis rank sum test,1
ZNF485,Fat.bin_10,1.60196219522387e-05,0.996806513876241,1,Kruskal-Wallis rank sum test,1
ZNF485,Fat.bin_40,1.02497941871035,0.311340781867292,1,Kruskal-Wallis rank sum test,1
ZNF485,IPH.bin,0.382964963561179,0.536020694052355,1,Kruskal-Wallis rank sum test,1
ZNF485,Macrophages.bin,4.11345205965951,0.0425434411090575,1,Kruskal-Wallis rank sum test,1
ZNF485,SMC.bin,7.7915387576548,0.00524914710194878,1,Kruskal-Wallis rank sum test,1
