genes,plaque_phenotype,estimate,statistic,p.value,method,alternative,padj
PHACTR1,SMC_rankNorm,0.00919708442345378,36567979.3424081,0.821391743367168,Spearman's rank correlation rho,two.sided,1
PHACTR1,VesselDensity_rankNorm,0.0789872111739413,28278076.6983958,0.0597087366233058,Spearman's rank correlation rho,two.sided,1
PRKAR2B,MAC_rankNorm,-0.00223076166842258,37357806.8738084,0.956260450429929,Spearman's rank correlation rho,two.sided,1
PRKAR2B,MastCells_rankNorm,0.0651560936298888,151164.259660047,0.521689781640222,Spearman's rank correlation rho,two.sided,1
PRKAR2B,Neutrophils_rankNorm,0.0189614459072988,183905.487350218,0.848486716896337,Spearman's rank correlation rho,two.sided,1
PRKAR2B,SMC_rankNorm,-0.0474281979544167,38657872.4217468,0.244090886761861,Spearman's rank correlation rho,two.sided,1
PRKAR2B,VesselDensity_rankNorm,0.0358242744562865,29603318.7035428,0.393694321415777,Spearman's rank correlation rho,two.sided,1
RTKN2,MAC_rankNorm,-0.0909146920071618,40663469.8699129,0.0250959714172923,Spearman's rank correlation rho,two.sided,1
RTKN2,MastCells_rankNorm,-0.121730901896119,181383.886836602,0.230025085588016,Spearman's rank correlation rho,two.sided,1
RTKN2,Neutrophils_rankNorm,-0.161142678800899,217667.806568016,0.102221847599717,Spearman's rank correlation rho,two.sided,1
RTKN2,SMC_rankNorm,0.0790956124460796,33988205.0112953,0.051832937879259,Spearman's rank correlation rho,two.sided,1
RTKN2,VesselDensity_rankNorm,-0.01253240072831,31088025.3073375,0.765475190915901,Spearman's rank correlation rho,two.sided,1
SAMD8,MAC_rankNorm,0.0274072975436261,36253058.4121717,0.500324990783525,Spearman's rank correlation rho,two.sided,1
SAMD8,MastCells_rankNorm,-0.125885543489577,182055.692382265,0.21439021928924,Spearman's rank correlation rho,two.sided,1
SAMD8,Neutrophils_rankNorm,0.0763321759827533,173150.770290273,0.441208125724692,Spearman's rank correlation rho,two.sided,1
SAMD8,SMC_rankNorm,-0.000496052846698618,36925728.0307553,0.990285154374019,Spearman's rank correlation rho,two.sided,1
SAMD8,VesselDensity_rankNorm,0.000217276883237191,30696568.8957075,0.995873786502885,Spearman's rank correlation rho,two.sided,1
SMG6,MAC_rankNorm,-0.0453390655154524,38964654.07045,0.264719136463505,Spearman's rank correlation rho,two.sided,1
SMG6,MastCells_rankNorm,-0.14062021988727,184438.289555771,0.165047916674465,Spearman's rank correlation rho,two.sided,1
SMG6,Neutrophils_rankNorm,0.1272196071794,163611.41243815,0.198113060772496,Spearman's rank correlation rho,two.sided,1
SMG6,SMC_rankNorm,0.0334947445808406,35671215.3939622,0.410855688246185,Spearman's rank correlation rho,two.sided,1
SMG6,VesselDensity_rankNorm,-0.00125055539206334,30741636.1023358,0.976254622236905,Spearman's rank correlation rho,two.sided,1
TBC1D7,MAC_rankNorm,0.0253866799608259,36328376.2374781,0.532448703890526,Spearman's rank correlation rho,two.sided,1
TBC1D7,MastCells_rankNorm,0.0270018708413986,157333.797484946,0.790777220852228,Spearman's rank correlation rho,two.sided,1
TBC1D7,Neutrophils_rankNorm,0.0777204748242145,172890.519789453,0.432920333325038,Spearman's rank correlation rho,two.sided,1
TBC1D7,SMC_rankNorm,0.0257226607721465,35958062.9553649,0.527720298689272,Spearman's rank correlation rho,two.sided,1
TBC1D7,VesselDensity_rankNorm,-0.00622912760368986,30894494.3998067,0.88213556476031,Spearman's rank correlation rho,two.sided,1
TOMM40,MAC_rankNorm,0.000679774873273238,37249317.6254413,0.986665300676022,Spearman's rank correlation rho,two.sided,1
TOMM40,MastCells_rankNorm,0.145787271760246,138126.198156368,0.149910536232208,Spearman's rank correlation rho,two.sided,1
TOMM40,Neutrophils_rankNorm,-0.0048934986979995,188377.335265927,0.960679241087062,Spearman's rank correlation rho,two.sided,1
TOMM40,SMC_rankNorm,-0.028231660855194,37949377.7644802,0.488241082694321,Spearman's rank correlation rho,two.sided,1
TOMM40,VesselDensity_rankNorm,0.0237015364233342,29975526.0388256,0.572614071544545,Spearman's rank correlation rho,two.sided,1
VCL,MAC_rankNorm,0.00183201387420947,37206368.3130516,0.96407303123875,Spearman's rank correlation rho,two.sided,1
VCL,MastCells_rankNorm,-0.0264944076791623,165984.145721721,0.794621776767672,Spearman's rank correlation rho,two.sided,1
VCL,Neutrophils_rankNorm,-0.0350950709105419,194038.92199289,0.723575549235767,Spearman's rank correlation rho,two.sided,1
VCL,SMC_rankNorm,0.0278186038550521,35880707.103708,0.494629412507592,Spearman's rank correlation rho,two.sided,1
VCL,VesselDensity_rankNorm,-0.0259602823035938,31500304.778035,0.536580797402599,Spearman's rank correlation rho,two.sided,1
VDAC2,MAC_rankNorm,-0.0810145036880726,40294443.7559836,0.0460264664231627,Spearman's rank correlation rho,two.sided,1
VDAC2,MastCells_rankNorm,-0.133993519960787,183366.752177659,0.18608228973744,Spearman's rank correlation rho,two.sided,1
VDAC2,Neutrophils_rankNorm,-0.109983147699657,208077.440867778,0.266382450357544,Spearman's rank correlation rho,two.sided,1
VDAC2,SMC_rankNorm,-0.00356362465956859,37038944.1920331,0.930295880068229,Spearman's rank correlation rho,two.sided,1
VDAC2,VesselDensity_rankNorm,0.0685863314265832,28597417.4054901,0.102181931976139,Spearman's rank correlation rho,two.sided,1
ZFHX4,MAC_rankNorm,-0.0580348203204999,39437883.9634684,0.153268285336548,Spearman's rank correlation rho,two.sided,1
ZFHX4,MastCells_rankNorm,-0.21759680079494,196885.402688542,0.0304981861048818,Spearman's rank correlation rho,two.sided,1
ZFHX4,Neutrophils_rankNorm,0.0339727458600779,181091.46906107,0.73207478983285,Spearman's rank correlation rho,two.sided,1
ZFHX4,SMC_rankNorm,0.0182951056425534,36232194.8521059,0.653354434763203,Spearman's rank correlation rho,two.sided,1
ZFHX4,VesselDensity_rankNorm,-0.0359810869354903,31807975.9476412,0.391625736944878,Spearman's rank correlation rho,two.sided,1
ZNF32,MAC_rankNorm,0.0322993467098061,36070708.9623672,0.426998729908159,Spearman's rank correlation rho,two.sided,1
ZNF32,MastCells_rankNorm,-0.0647967933974983,172177.641492376,0.523993266229599,Spearman's rank correlation rho,two.sided,1
ZNF32,Neutrophils_rankNorm,0.0363802694067091,180640.154697018,0.713884028079632,Spearman's rank correlation rho,two.sided,1
ZNF32,SMC_rankNorm,-0.0674641483002909,39397347.6562611,0.0973465285110068,Spearman's rank correlation rho,two.sided,1
ZNF32,VesselDensity_rankNorm,0.0245855292002465,29948384.5964378,0.558376156296203,Spearman's rank correlation rho,two.sided,1
ZNF485,MAC_rankNorm,-0.0664924596675671,39753139.5607024,0.101706935405803,Spearman's rank correlation rho,two.sided,1
ZNF485,MastCells_rankNorm,0.0814331251721618,148532.263659661,0.422963178799347,Spearman's rank correlation rho,two.sided,1
ZNF485,Neutrophils_rankNorm,0.0123673984262672,185141.607491012,0.900837369325026,Spearman's rank correlation rho,two.sided,1
ZNF485,SMC_rankNorm,0.0138911733485816,36394732.6309311,0.733112975450582,Spearman's rank correlation rho,two.sided,1
ZNF485,VesselDensity_rankNorm,-0.0219111250847036,31375982.5321457,0.601966192331643,Spearman's rank correlation rho,two.sided,1
